epoch,train_loss,val_loss,lr
1,57.145972402486464,4.620601930359538,0.01
2,2.6762157659495123,1.8945368107899214,0.01
3,1.9748163371313112,1.5199601662944453,0.01
4,2.052276832374884,1.494870807224697,0.01
5,2.0371199600745977,2.94282949063205,0.01
6,1.698747365045424,1.436287180282349,0.001
7,1.3993867656573113,1.3696711953989296,0.001
8,1.349473977162276,1.2802885432922564,0.001
9,1.1764741568136092,1.26204594911993,0.001
10,1.0136171371478182,1.2494923960446387,0.001
11,0.7927118503088083,0.5556529192326143,0.001
12,0.5451535909132637,0.5901125525088273,0.001
13,0.5082716210479872,0.33277115777365923,0.001
14,0.342677516814495,0.35972294433749924,0.001
15,0.3048305686061401,0.1870056053609118,0.001
16,0.24400116849951253,0.17130767559820367,0.001
17,0.20783469531144658,0.20565181924391163,0.001
18,0.18993386260470269,0.16908897011894589,0.001
19,0.15726103033831854,0.1696433538296657,0.001
20,0.13482354997555904,0.1256264714278685,0.001
21,0.12991292676719512,0.1369010623573333,0.001
22,0.13866014822526146,0.19742242911787228,0.001
23,0.15927733027332805,0.10726710034953069,0.001
24,0.13646731433009854,0.09980486090793166,0.001
25,0.1445537803265136,0.17476384201657402,0.001
26,0.13771599552647207,0.15416877265557533,0.001
27,0.15246586340909024,0.15221483027923477,0.001
28,0.14039622935094903,0.14641971257334763,0.001
29,0.1704525063731201,0.12513705265758804,0.001
30,0.16022787762834773,0.11640131109675696,0.001
31,0.1507673527866872,0.16033311628613822,0.001
32,0.1572674932392613,0.12151763451740492,0.001
33,0.16529944277045178,0.0997351949615765,0.001
34,0.15113711763906817,0.2250533464776222,0.001
35,0.14527375954854752,0.23898868978947632,0.001
36,0.15346260435898532,0.1781216461875642,0.001
37,0.1396591408549774,0.09522111872716467,0.001
38,0.12357977838641505,0.1606285390408002,0.001
39,0.13027510549294052,0.14730666977779347,0.001
40,0.1319039095014604,0.09546945418065139,0.001
41,0.1242958641480751,0.11784943077684373,0.001
42,0.1348489347864618,0.13395031156061693,0.001
43,0.12520312109884899,0.09020784082136644,0.001
44,0.13422764180990543,0.10099045614813014,0.001
45,0.12133059931986535,0.1286729441219291,0.001
46,0.1342497797335445,0.16025103482800399,0.001
47,0.12186503874311716,0.15898428929522057,0.001
48,0.11351338393233447,0.09096380265415177,0.001
49,0.12119668339248843,0.09774752893275762,0.001
50,0.11488632723228244,0.09729565646095101,0.001
51,0.13356209559839005,0.10957681007192348,0.001
52,0.13091097440126645,0.12167658684269865,0.001
53,0.12428593844503473,0.12062559278985095,0.001
54,0.11786191144938836,0.21013911264811375,0.001
55,0.1316615169665202,0.12926067798867708,0.001
56,0.12372802592177001,0.09458066705007885,0.001
57,0.12249988194982102,0.12574057351046986,0.001
